stock_level_units,storage_duration_days,product_category,product_value_usd,storage_type,inventory_turnover,insurance_rate_percent,obsolescence_risk,storage_rent_usd_per_month,handling_cost_per_unit,security_level,seasonality,supplier_reliability,holding_cost_usd
40637.0,280.0,Electronics,3831.8077559574926,Climate Controlled,3.75184540579679,2.132965637404137,Low,8.206516548114912,1.475037020741499,High,High Seasonality,Medium,46895.31204272754
28707.0,69.0,Food,1425.0398932377234,Refrigerated,8.455118115704735,1.269602642672602,Medium,0.9356620014088681,4.01336540029448,Maximum,Non-Seasonal,High,26157.16714301748
8888.0,352.0,Electronics,1467.9135421778742,Outdoor,10.104317046636023,,Low,2.8278907461780616,0.42768551205070116,High,Non-Seasonal,Low,
45278.0,226.0,Clothing,3687.052461621572,Warehouse,10.955356992546907,1.9483112020291964,Medium,5.327633583338819,1.0461415065466508,Basic,High Seasonality,Low,40393.283996967126
31304.0,18.0,Pharmaceuticals,2215.846146419532,Refrigerated,8.777865186979831,1.2195344161092263,High,9.601898531453713,4.9653557821922725,Maximum,Non-Seasonal,Medium,37306.98024606104
13698.0,,Food,135.665710608364,Warehouse,8.822819252278975,0.7380400224349666,High,7.789149319293722,1.440300639937166,Maximum,Non-Seasonal,,36450.834113863966
35763.0,323.0,Food,958.250108255002,Warehouse,7.158251276514148,2.4311850021821257,High,7.839435741143299,1.525426455882449,Maximum,Seasonal,Medium,2219.5541441135215
35679.0,238.0,Automotive,2257.173836873882,Climate Controlled,11.3010366669469,2.2117998930158103,High,,2.6755077673914114,Maximum,Seasonal,Low,3790.5976266645903
26038.0,196.0,Food,3095.0833052576536,Warehouse,8.615629019703395,,Medium,2.984135447403075,2.214525261361833,High,Non-Seasonal,Low,40898.109196554884
16824.0,190.0,Pharmaceuticals,4762.695946883545,Warehouse,1.7369303585758766,0.5811413902440394,Medium,3.9138357724527855,2.333337647923327,Standard,Seasonal,Medium,44912.6722993467
1725.0,186.0,Pharmaceuticals,3148.4756857862467,Warehouse,3.3633194966342765,0.6270532265044113,Medium,9.412258350402565,4.431984170544626,Standard,Seasonal,Medium,39235.05867698756
6029.0,7.0,,2035.332224164745,Outdoor,5.64734338113332,2.009957502504341,High,2.2220691673850514,3.0188514925108145,Basic,High Seasonality,High,18507.233529894238
3087.0,311.0,Automotive,2533.2439134080937,Outdoor,7.953634536934114,1.6563399569894528,Medium,3.5912232160281716,3.9286437826665215,Standard,Non-Seasonal,Medium,5625.255727221524
42832.0,174.0,Electronics,2279.0997822701006,Outdoor,5.625256784941148,0.5681808719846941,High,9.237359709753393,1.6667257817434007,Maximum,Seasonal,Low,29791.92163599379
31002.0,285.0,Automotive,1328.9432865647389,,4.5882272555771335,2.635169445593724,High,3.21806657697489,4.71667809021901,Standard,Seasonal,Medium,46328.389317858084
48847.0,297.0,Automotive,2898.453226094209,Outdoor,2.723727512410197,2.2637895630543072,Low,5.21036492610213,4.653483074054759,Basic,,Low,5796.866563071639
,29.0,Automotive,3957.4333315313065,Warehouse,,1.6756780904264756,Medium,5.148939161597623,2.468512307980119,High,High Seasonality,High,266.155567250233
23575.0,50.0,Pharmaceuticals,1862.509146800523,Climate Controlled,2.656312232573325,,Medium,0.7324641824512417,4.273344991615355,,Non-Seasonal,High,3069.122833758389
38674.0,200.0,Pharmaceuticals,2268.432606158334,Warehouse,9.381057443492518,1.3349528824859815,Medium,2.0898899640976563,0.8907788944250242,Maximum,High Seasonality,,30424.342307454932
26447.0,6.0,Clothing,319.20183138675577,Outdoor,1.6292820391848037,2.200278481334897,High,4.105573535042064,1.606357357006321,Maximum,Seasonal,High,14153.24476497783
9512.0,153.0,Electronics,2110.054660666246,Climate Controlled,5.342012434735924,0.59883352882057,High,8.105800907939058,2.233558141870646,Standard,High Seasonality,Low,958.899899750626
2320.0,137.0,Electronics,1025.1076007241327,Climate Controlled,9.884312554978003,2.3113799619761126,,3.6996437975462766,,Basic,Seasonal,,6574.572316605611
,253.0,Electronics,2373.379366579862,Refrigerated,6.372683283608977,2.622042322851583,Medium,7.209487308396398,1.3374799381356761,High,Non-Seasonal,Medium,10491.806171248974
32600.0,138.0,Food,3127.8849423666466,Climate Controlled,9.09164919414633,2.9464724789145285,Medium,1.1553298888440586,0.9835916133392503,High,Non-Seasonal,Medium,5778.221725489624
29906.0,243.0,Automotive,4910.469955610271,Refrigerated,,2.24460920805564,High,7.553589962388999,2.2707336062428625,High,Non-Seasonal,Low,146.9180059219494
21716.0,52.0,Clothing,3781.339247755733,Refrigerated,6.349050438265937,1.5432158787835775,Medium,8.909450190121193,4.927301231160344,High,High Seasonality,Low,24916.43167524009
6356.0,60.0,Food,3332.4921748312267,Refrigerated,,1.8078995387328782,Medium,1.4437669384768679,2.05012737427789,Standard,Non-Seasonal,Medium,5558.606157075864
879.0,296.0,Clothing,1121.9860034295489,Outdoor,5.028090039150759,0.5305981217198587,Medium,6.118789276210104,2.8358879033504003,Maximum,Non-Seasonal,Low,36903.81104376723
,92.0,Food,177.89236680648233,Outdoor,5.933328756040738,1.3172725870778508,Low,3.3606708310604243,3.3199015438352606,Standard,Non-Seasonal,Medium,17593.075362416446
7594.0,265.0,Pharmaceuticals,4915.562567487743,Climate Controlled,6.334095419861809,0.8685639871815591,Medium,,0.372815924992002,,High Seasonality,Medium,49430.974166105945
6031.0,63.0,Electronics,4495.395559975732,Outdoor,7.306335255032728,2.3719257441489825,Medium,3.152024270220105,2.4819435318957974,High,High Seasonality,Low,18264.696611206902
23111.0,148.0,Food,573.9170961750154,Outdoor,6.347931849143241,2.3984235274373424,Low,2.9538016057529206,3.7424738034008445,High,High Seasonality,High,321.9778973612067
13164.0,41.0,Clothing,415.4922323258655,Outdoor,7.763419908861066,2.4716298035742392,Low,5.330439469795031,,Basic,Non-Seasonal,Medium,15230.570142875573
10293.0,221.0,Electronics,656.9490801473501,Warehouse,6.499448015200225,1.8817213071747436,Low,7.536551240315219,3.3763717006270904,,Seasonal,Medium,49537.10527288146
7964.0,295.0,Electronics,371.8374147130322,Outdoor,4.354353372733545,2.60702607875164,Medium,8.06771558945439,0.4154338221678848,Basic,High Seasonality,Medium,38561.51029118104
42374.0,112.0,Pharmaceuticals,2946.704376533862,Warehouse,5.92751822267901,1.9459399228724124,,3.5164864554449107,1.7802340113377864,High,Non-Seasonal,,47463.98207323429
11287.0,155.0,Pharmaceuticals,,Refrigerated,1.8998249339886977,1.6999427939533813,Low,5.588863852481997,0.3893174782640171,Standard,Non-Seasonal,Low,13798.549559818533
34750.0,283.0,Food,1629.2333394034815,Outdoor,10.47823196211507,2.182280541302254,Medium,0.6855349505889008,1.3999009205018778,Maximum,High Seasonality,High,33435.88371627139
20667.0,158.0,Automotive,4595.247377316383,Climate Controlled,3.5660864959101315,1.3908716882817134,High,7.241335054994627,3.8952188604707114,High,Seasonal,,32897.16008916322
40311.0,244.0,Automotive,,Refrigerated,4.226259135160448,2.462646729212115,High,6.624794297354857,,High,Non-Seasonal,Medium,45798.266474372576
32466.0,211.0,Electronics,2709.4741311761877,Climate Controlled,3.694955657258223,0.50888072242125,High,5.568995185023031,,Maximum,Non-Seasonal,High,4918.754857518457
15610.0,269.0,Automotive,300.26876787353785,Outdoor,5.0890477678744555,0.6807822507552928,Low,9.255116603643147,1.328549548334216,Standard,Non-Seasonal,Medium,18027.64475325024
40997.0,65.0,Pharmaceuticals,2960.4912955777327,Climate Controlled,7.548906956686273,0.8935794462387123,Medium,7.969908032294389,2.879356331310944,Standard,Non-Seasonal,Medium,27556.1153005789
20138.0,77.0,Pharmaceuticals,3125.126247301213,Refrigerated,8.800684762874727,1.154415496003054,Medium,8.728696301192496,3.5172241815341416,,Non-Seasonal,Medium,23736.466069975537
1972.0,293.0,Clothing,808.8530342885127,Outdoor,2.1711344575004214,0.7575696500933609,Low,3.5621056508210542,4.099214388044332,Standard,High Seasonality,High,
36418.0,217.0,Electronics,4216.868410618892,Warehouse,7.675788453614628,1.3000713053925694,Medium,3.108473925660537,2.682078959346201,Maximum,High Seasonality,Low,33091.85432682211
25774.0,348.0,Pharmaceuticals,2704.734545667366,Refrigerated,9.827508865279412,2.016519771636543,Low,0.5986896167684013,3.803387487087151,High,Seasonal,Medium,28536.777637006846
47766.0,255.0,Clothing,2013.7182940748812,Climate Controlled,2.631532499144207,2.662582555799532,Medium,,4.122429418613969,Maximum,Non-Seasonal,High,25006.881879088265
32930.0,278.0,Pharmaceuticals,4766.368394379623,Warehouse,4.908849161923106,2.16688164078937,High,5.86170511111262,3.946112304889067,Maximum,Seasonal,High,34962.37147642113
16554.0,,,3482.904699664865,Climate Controlled,7.588782858260633,1.8969096314631662,Medium,7.915758657569417,2.5297798193040952,Basic,High Seasonality,Medium,34807.8062236077
9639.0,115.0,Pharmaceuticals,4906.978162499742,Warehouse,6.655416063154988,,Medium,4.695536204003112,3.8578430621590405,High,Non-Seasonal,Low,29662.74224371618
25800.0,50.0,Automotive,1533.0208309291986,Warehouse,10.52970134872153,0.6923008946460175,Low,6.931038378410152,4.954198134070118,High,Seasonal,Low,32057.954219363797
45664.0,25.0,Food,1151.482512805279,,1.071435645615877,1.417520705136926,Low,2.5928441748807196,2.0294233454734876,Basic,High Seasonality,Medium,11141.33796645291
42565.0,332.0,Clothing,3037.759302218928,Warehouse,11.152006105344334,2.453247252983134,Low,9.326411436336919,1.3808083432442788,Standard,High Seasonality,Medium,44161.46432924009
9643.0,256.0,Food,2844.3425533652953,Climate Controlled,6.286577960212726,1.4650590547131004,Medium,9.818439405547721,4.220128996355776,Maximum,Seasonal,Low,23489.64757154762
42930.0,76.0,Clothing,744.5100772580046,Warehouse,6.854599230146521,2.201183494826413,Medium,6.676293055161388,1.606487433142392,High,Non-Seasonal,Medium,27724.889271166445
18625.0,191.0,,1946.4844385498282,Refrigerated,,1.866898938212916,Low,6.615784537529739,1.2419467546425156,Maximum,High Seasonality,High,7644.092295304049
41152.0,206.0,Pharmaceuticals,711.2256661328927,Warehouse,10.95755829084947,1.4169038550167905,Low,5.290013969291324,2.937833011299723,High,High Seasonality,High,43938.84519214759
4159.0,262.0,Electronics,3815.3305096497743,Warehouse,10.927143764527441,1.847265684762883,Medium,8.879143915636662,1.89863214969798,Standard,Non-Seasonal,Low,25657.29667324824
36116.0,357.0,Automotive,1351.6671472591556,Refrigerated,6.8498086514434116,1.6405309929463214,Low,1.926551688719984,1.7641717728321504,Maximum,High Seasonality,Medium,36407.56781722551
1552.0,362.0,Electronics,3997.578106307299,Climate Controlled,2.5606784845307526,1.334704700362607,Medium,0.8684741835182961,4.652982355480606,,High Seasonality,Medium,10650.479809458373
8033.0,,Food,1704.3375705731376,Climate Controlled,11.757491146036239,0.9636206849973495,Medium,4.245782079819251,2.1821152129760018,Basic,High Seasonality,Low,21328.566114750985
36900.0,152.0,Clothing,1329.4481165585735,Refrigerated,5.278144956114614,1.8934891690889184,Low,8.32760468542563,3.8244359052927086,Maximum,Non-Seasonal,Low,10956.084970024898
12500.0,332.0,Electronics,1294.109424980374,Refrigerated,5.041893853878012,2.6550608184098485,High,1.347545792228515,4.566325568324572,High,High Seasonality,Medium,30341.090671653623
,198.0,Pharmaceuticals,3038.2060825958074,Refrigerated,7.302342417775366,0.845311673623187,High,6.139055870393898,3.8273187935105164,Maximum,Non-Seasonal,High,44237.86134576899
6411.0,13.0,Pharmaceuticals,1549.737737505896,Warehouse,9.814376752295702,2.530224844368633,Medium,2.9077782875820253,2.059669092106816,High,Seasonal,Medium,36960.249795213414
16505.0,258.0,Automotive,1993.0355069111354,Refrigerated,4.832398409154777,1.5699763296661962,High,7.445825061526815,1.7382164985201203,,Non-Seasonal,Low,42515.14516393308
,341.0,Automotive,1742.3309298769589,Warehouse,6.377792728852132,2.388693056392226,Low,1.6730665365938124,0.5580774051197045,Standard,Seasonal,High,39395.189961364435
47171.0,211.0,Automotive,4343.750854666905,Outdoor,8.868483260997074,1.1947042417539069,Medium,1.6817732523002205,1.954477010350028,Basic,High Seasonality,High,2656.9175723153257
29448.0,130.0,Pharmaceuticals,2477.027412923934,Climate Controlled,9.732615284084305,1.181360784012944,Low,7.041108708483571,0.5601215266313347,High,Non-Seasonal,Medium,36067.52433200248
14381.0,267.0,Food,1842.3202043956126,Warehouse,5.061202417917531,0.587363540451669,High,5.955935899328981,0.878056627325717,High,High Seasonality,Medium,40566.7842942944
46373.0,8.0,,2370.4430376425626,Outdoor,6.173969131553189,1.9857905751027676,Low,,1.9305795049569625,Standard,Seasonal,High,44206.39301643818
18182.0,360.0,Pharmaceuticals,319.07097734962576,Refrigerated,3.4933142056175757,1.0250579604453471,Low,2.1368781084906256,1.5664303054766415,Maximum,Non-Seasonal,Medium,49329.44703111134
21847.0,327.0,Automotive,4388.874188970795,,7.517391299709606,1.7529079118615827,High,8.872136121760965,2.878668046430769,Maximum,Seasonal,Medium,26769.619472381502
3136.0,112.0,Clothing,1722.779992108034,Warehouse,9.091984148031143,2.040663953556706,Medium,8.284932619192244,1.062924613997734,Standard,Seasonal,Medium,4680.004606272327
42374.0,179.0,Electronics,3535.0988254191734,Climate Controlled,4.0163593986158705,,Low,6.021492664087639,1.9390184198781923,Basic,High Seasonality,Medium,24927.0047602103
,344.0,Automotive,1789.2686295766391,Warehouse,9.6956332888472,2.4301217549074665,High,5.709226046461322,0.9673955654332953,Basic,Non-Seasonal,High,
5849.0,359.0,Food,4592.662320258214,Outdoor,8.110289555043932,1.2461688735554814,,2.1620036057760394,3.4085486430399867,Maximum,Seasonal,Low,26525.470503907924
14733.0,158.0,Pharmaceuticals,3429.4765610240156,Warehouse,11.927588012730052,1.655844847911017,Low,2.461165713857983,2.2547733866361295,High,High Seasonality,Medium,21731.199950269427
40752.0,245.0,Food,3565.9860570480982,Climate Controlled,6.134484064699076,,Low,3.129634775518456,1.7654444348729648,Maximum,High Seasonality,Low,21793.55412962163
7264.0,1.0,Automotive,282.2807863097855,Outdoor,5.247903391608777,2.415100450150663,High,6.290773936299615,0.19764947313099834,Standard,Seasonal,Low,45726.46097878468
,146.0,Pharmaceuticals,2807.7102156299366,Warehouse,9.969351737129104,1.6879386142236856,High,4.147173801733908,4.583600313649101,Basic,Non-Seasonal,Low,44220.88486855797
20035.0,96.0,Electronics,2333.6744249634994,Refrigerated,10.634063465907673,0.999691263261588,,0.848765768358234,0.23509444588774844,Maximum,Non-Seasonal,Medium,14531.163916238906
29323.0,169.0,Pharmaceuticals,1956.1513014868676,Warehouse,1.2275095805859169,2.534301552865913,Medium,4.998071012964366,3.9080899798231425,Basic,Seasonal,Medium,5983.938538728865
9712.0,53.0,Clothing,545.1879216560554,Climate Controlled,4.261866675718855,1.437180631387409,Low,2.994651017575004,0.5723785302932178,High,High Seasonality,Medium,26175.960343200924
28834.0,88.0,Clothing,2398.8244102435447,Outdoor,4.434780982170415,0.8380115442632667,High,9.579863326051703,0.3896493629460066,Maximum,Seasonal,Medium,7182.6056058874365
3350.0,39.0,Automotive,2060.4983816809463,Warehouse,1.3254891798854505,0.8746653774218223,Medium,2.4725381047303365,3.15250036361763,Basic,Non-Seasonal,Medium,16066.851657721169
35623.0,,Automotive,1171.7719307536122,Warehouse,,1.7802495039340207,High,9.47786014135704,1.2467538759307244,Standard,Seasonal,High,8007.005466253757
45921.0,,,799.4006748324614,Refrigerated,2.25923116718774,2.0113735363645304,Low,8.070233008866659,0.7624249667709297,Maximum,Non-Seasonal,Low,48235.44293409043
30738.0,234.0,Automotive,2033.4147197156353,Outdoor,4.343011752278643,2.122938991172562,High,9.95721731082612,4.507995477087848,High,High Seasonality,Low,39161.54520174422
48262.0,120.0,Automotive,2800.9154097204932,Refrigerated,2.685502553980524,2.13387776562195,High,1.271512418746872,3.117140490580767,Basic,Seasonal,High,47695.20371879241
34739.0,240.0,,1505.6558521619227,,8.895892861632248,2.796167452054682,High,1.6073007446465397,2.326920386760199,Standard,High Seasonality,Low,34335.921580430884
26692.0,225.0,Electronics,3472.7370149927524,Warehouse,2.1001309584821137,1.3141681478733573,Low,9.840903920005292,2.6709315712960593,Standard,Seasonal,Medium,35811.437685196506
31660.0,204.0,Pharmaceuticals,4809.548882094098,Warehouse,8.150569818351798,2.1164127583980052,Low,9.58162947761761,4.283719644549592,Maximum,Seasonal,Low,26790.207141375595
24059.0,288.0,Food,1096.5077707884466,Warehouse,9.28882481483399,0.55525508913166,Low,1.865651238845492,4.220510482683179,Maximum,,Medium,40114.088748345624
11123.0,78.0,Pharmaceuticals,4940.050560268655,Refrigerated,,2.2078738518076517,High,1.5586960734533415,1.3119104147487572,Standard,High Seasonality,High,29383.53543919386
41145.0,290.0,Pharmaceuticals,3607.149077131066,Refrigerated,8.84425057843411,2.2777486934105884,High,4.475506254474629,1.4102563149309508,Standard,Non-Seasonal,,40934.80989421082
16188.0,59.0,Food,398.18612768480637,,6.789779279634787,1.6849466350646445,Medium,5.543201605840145,2.380851631069309,Basic,Seasonal,High,5836.908296635155
21496.0,53.0,Electronics,1323.3356891359972,Outdoor,5.40423670916786,2.4253331990811864,,4.639172348888647,3.165777957976967,Basic,Non-Seasonal,,3719.9202985450934
14283.0,84.0,Electronics,4456.102412596188,,1.2106083943100128,2.5132336333766263,Low,8.32915576088314,3.9721673439568606,,High Seasonality,High,7728.858900739853
25814.0,248.0,Automotive,2723.064627125972,Warehouse,7.867896256081898,0.7012516081914789,Low,3.797763641768545,4.376389144617562,Basic,High Seasonality,Medium,30757.904645222567
,82.0,Electronics,3972.177515520653,,9.595242435815784,,Medium,8.959485587409809,2.162604961675203,Maximum,Non-Seasonal,Low,42271.59840229812
45652.0,305.0,Clothing,3768.6801718215406,Refrigerated,2.8635448862348847,1.3497306045354542,Medium,9.913969395719619,1.7678993115380266,Basic,,High,11897.536096250358
19420.0,104.0,Food,389.3755209356436,Refrigerated,8.159665850463846,1.1886910386548806,High,4.33091357415633,0.9674117547669849,Maximum,Non-Seasonal,Medium,27696.646641269705
775.0,131.0,Clothing,1777.808832499892,Outdoor,11.520962811340597,2.086110869248069,Low,8.231288358015181,4.175358182956494,Maximum,Non-Seasonal,Medium,23451.293415844026
,296.0,Food,613.3793937869581,Refrigerated,8.090263851210434,0.5358718646293765,High,6.283729604097883,2.159643323912336,Maximum,High Seasonality,Medium,3338.1291363944524
16774.0,263.0,Food,2283.194786023711,Climate Controlled,4.955302500970056,0.5971041882805107,Low,7.616591445826752,0.4270857313202844,Maximum,High Seasonality,High,26411.53376374054
18967.0,180.0,Clothing,4880.531348827051,Outdoor,6.322305313794099,2.789370200033379,,,,Maximum,Non-Seasonal,Low,15901.397955364493
13756.0,193.0,Clothing,4523.931965822175,Refrigerated,6.381261125777284,2.886233776349833,High,3.1880617874735195,3.8032925209447734,Maximum,High Seasonality,,33677.98876178577
107.0,281.0,Clothing,3104.4808686405695,Outdoor,9.37607956597662,1.2545735645486706,Low,9.222894499031677,2.867821897548387,High,Seasonal,Low,6738.104178402629
26772.0,337.0,Clothing,4197.111880081387,,11.75740184150758,2.1333914743911957,High,7.329673339814426,2.361347279757452,Maximum,Non-Seasonal,High,34935.441939269505
26612.0,92.0,Clothing,1881.9993502135878,Climate Controlled,1.2656822339661562,1.7167715142951474,High,2.5568892947293187,,Basic,Seasonal,Medium,34221.67041481018
17701.0,103.0,Food,3239.9341106610973,,8.041300881649187,2.577493669712409,Medium,8.260386865427021,4.633461974662151,Standard,High Seasonality,Low,2179.1696112807335
39598.0,33.0,Food,3953.920665366434,Refrigerated,10.88339548312295,1.6138761653087517,Medium,1.7248177934124311,0.947466317332005,Maximum,Non-Seasonal,High,41718.07488249473
6455.0,88.0,Pharmaceuticals,1543.5578270256449,Warehouse,3.637830491351012,1.0809169294858882,High,3.4707554219831023,0.9067086457804329,Basic,Non-Seasonal,Medium,28480.19582846677
21095.0,189.0,,1908.786954328406,Climate Controlled,5.076562763199387,0.7743150546099358,High,1.6753708000643472,2.0163431532128993,Basic,High Seasonality,Medium,24081.321340937186
5210.0,174.0,Food,4514.724608777721,Climate Controlled,2.428098353307501,1.3810638292761785,Low,,2.3315612529106122,Standard,Seasonal,Medium,1617.1480740317013
27147.0,321.0,Clothing,2434.751297714095,Outdoor,1.9407452901326008,1.0635874708890847,High,9.478113415624557,3.952103487705236,Maximum,High Seasonality,High,11722.497189309193
23254.0,,Food,3077.7761290260623,Climate Controlled,,0.5464831746727576,Medium,9.235141839837116,3.4318375265093177,Basic,High Seasonality,Low,48030.36234386508
45186.0,245.0,Automotive,1892.3700018954075,Warehouse,5.4917311522955,2.9237519372632272,Low,7.041897327321245,1.9615309899057094,Basic,Non-Seasonal,High,
20257.0,24.0,Electronics,2365.111985092027,Climate Controlled,9.60652893246933,0.6848713524974421,High,5.4751127956265035,1.283870196962123,Basic,Seasonal,High,13407.87147349378
3383.0,25.0,Pharmaceuticals,3625.407866394559,Outdoor,11.922700779810476,2.235198381608802,High,7.289133560901395,3.013556406406981,High,,Low,37055.37660652554
20540.0,267.0,Food,2133.4618310534147,Outdoor,4.0612565608586175,1.2231066648397952,Low,9.84195178532379,1.6573470751027166,Basic,Non-Seasonal,Low,20805.664297002535
31244.0,,Food,1141.7628071080203,Refrigerated,9.31738612096171,,Medium,0.564012736390404,0.7251639603595589,Basic,Seasonal,Low,25593.479201501
13376.0,145.0,Electronics,2120.7363275806624,Warehouse,8.608700444429246,0.546914732740363,High,4.77198712588047,1.7070482973207586,Basic,High Seasonality,Medium,7819.192554074247
12578.0,309.0,Food,712.4470046941724,,4.738921672932898,1.2440700915204368,High,0.7600605528390019,4.629136677926197,Basic,,High,44605.074035038895
,22.0,Pharmaceuticals,2086.160443417431,Climate Controlled,11.191798430402178,2.8910910831621393,High,1.7195788055201895,3.464751558742745,High,High Seasonality,Low,30491.76724445251
36768.0,361.0,Electronics,1235.7728071810782,Outdoor,2.5705557218712265,2.590334227278949,Low,0.5238375538080713,3.3988488539118986,High,Seasonal,Medium,4883.599584857858
,338.0,Electronics,343.68069007980546,Warehouse,7.395055399599331,1.6016818365245333,High,7.066734149920019,1.1145919015954615,High,Seasonal,Medium,22139.54726341108
15419.0,34.0,Automotive,192.82245811514775,Warehouse,10.782750911257192,1.988739880750378,Medium,7.159992813644392,4.2144853094738055,Standard,High Seasonality,Medium,15392.33540646652
5469.0,61.0,,4906.923495075569,Warehouse,2.3042519041769864,1.157803330822306,Low,2.400170008247378,1.656413173731054,High,,,43720.36959758806
27660.0,280.0,Food,1893.9319302610184,Refrigerated,7.0340434384082275,1.3628513411328487,Medium,8.907723752469746,0.924406880360328,Standard,High Seasonality,Low,16758.311555333235
28068.0,324.0,Automotive,2776.5542913863114,Outdoor,1.1905227001341978,1.2181742046048418,Medium,4.420871747866164,3.47036316649537,High,Seasonal,High,26255.396564873306
46230.0,215.0,Clothing,,Climate Controlled,,2.88884627726426,Low,0.7421888085675459,1.5324939216995241,High,High Seasonality,High,46700.22559615453
45792.0,53.0,Pharmaceuticals,,Refrigerated,11.505274458114378,1.9856200394293098,,5.743050474831752,3.764828090681506,High,,,5565.451085408636
37339.0,73.0,Electronics,3487.196175389303,Outdoor,10.812378528229788,1.3105220127140413,,,0.8797428950898211,Basic,High Seasonality,Low,14328.561805351304
16365.0,290.0,Pharmaceuticals,1686.4199107463269,Warehouse,6.696709773474679,0.782984729365024,High,4.9133629289402485,1.359742058245635,High,Non-Seasonal,High,15775.576456768753
45970.0,177.0,Clothing,580.8046758171873,Outdoor,6.460066734376008,0.7050455479669979,High,5.141724139326851,3.4461588527317586,,Non-Seasonal,Low,
22529.0,82.0,Automotive,1071.389290518196,Refrigerated,9.126756968649545,1.8838096586688533,High,1.2209212607405713,1.3764945499803662,High,High Seasonality,Low,34944.45902230096
,217.0,Automotive,267.8295627695051,Climate Controlled,10.172814643927051,1.6953969019780353,Low,8.536978832880104,1.748931924173149,Basic,Non-Seasonal,High,
20552.0,177.0,Clothing,,Refrigerated,11.2303054129322,1.968695071390691,High,4.105399516685276,1.324800145755992,High,Seasonal,Medium,11784.31476382519
4188.0,233.0,Clothing,3678.7927445344058,Climate Controlled,11.223947801935196,2.990953774904861,High,8.457779297644677,1.4825482817833697,Basic,High Seasonality,,25407.179874599504
18520.0,16.0,Pharmaceuticals,2715.7508326691996,Climate Controlled,,0.6596302856519349,,2.129932644978396,0.10092753722544029,Basic,High Seasonality,High,10896.666620382633
7805.0,2.0,Electronics,729.7142401339427,Refrigerated,6.2903746425465625,1.0107300109495352,Medium,5.700580797539606,2.582188753697498,Maximum,Seasonal,Medium,13370.891896103964
33714.0,8.0,Clothing,2591.580927992789,Refrigerated,6.989029104898544,1.8738231405109482,High,1.7361148208479855,,Standard,Non-Seasonal,Low,12025.136086630493
27355.0,163.0,Food,603.2811973378567,Climate Controlled,8.695009332270143,2.5179867931921764,Medium,0.8832015682547936,2.476095484767847,Maximum,Non-Seasonal,Low,40184.621157530266
30917.0,,Pharmaceuticals,,Climate Controlled,,1.0230535717947713,Medium,5.455752783143291,1.96758441934092,Basic,High Seasonality,Medium,2483.7463091234613
526.0,234.0,Clothing,4147.916333118382,Warehouse,1.548303726121689,2.9878983126758483,Low,4.366554480365367,1.7437211504334789,High,Non-Seasonal,High,49326.76506058668
25157.0,275.0,Clothing,2386.880851441844,Outdoor,3.3897415237041955,1.1591606659747182,Medium,8.556160014467897,1.6406822671641845,Maximum,Non-Seasonal,Low,36649.538838933135
20825.0,22.0,,3210.0716445792577,Outdoor,1.2600078650235471,1.226226598558946,Medium,4.859324089828213,4.047210473554745,Maximum,Non-Seasonal,Low,21106.340781765142
35110.0,135.0,,4884.946802537543,Climate Controlled,1.6631707998572933,1.711250789006081,Low,1.9603185359681856,2.5769348164985915,Standard,,Low,4900.833065252383
2741.0,169.0,Pharmaceuticals,622.8025769535365,Outdoor,10.152301985062632,1.0794857512864835,Medium,,3.2104779075650987,Standard,High Seasonality,Medium,6341.938024138926
17524.0,142.0,Electronics,1914.8553804253831,Climate Controlled,9.999113584376914,,High,4.009337667563541,0.9625244364606776,Basic,Seasonal,Medium,49198.84379119231
26679.0,106.0,Food,3283.7888205290674,Outdoor,7.455299862900548,2.635714812827532,Low,5.184554618156452,,,High Seasonality,High,42903.177330184764
31957.0,43.0,Automotive,1921.7556561537588,,9.358794832994459,1.8875970052890565,Medium,2.175317649636166,,Basic,Seasonal,Low,40975.78251758024
6278.0,324.0,Clothing,,Climate Controlled,2.8358184304566563,1.7109484920236782,High,8.029938331932327,3.231108315282993,Standard,High Seasonality,High,21374.350732303752
33109.0,355.0,Food,3412.2342380150994,Outdoor,3.0609151644489763,1.7859092031686383,Medium,3.3739643317991597,4.121960749886713,Maximum,Non-Seasonal,Medium,26090.363376062232
35492.0,,Automotive,795.2543258568428,Warehouse,10.859980388949298,0.7608786309320954,Medium,3.960037445370491,4.843306984903183,Maximum,High Seasonality,Low,13603.223007077358
29434.0,189.0,Clothing,3690.405600446959,Climate Controlled,3.7220716104510827,0.5188993855591071,,8.704696313960664,1.207198834170025,Basic,High Seasonality,Low,34710.30315346073
8481.0,,Food,1670.0513601178723,Warehouse,1.7986900976741356,2.370440900347842,High,6.123252723458424,0.36585010822527064,Maximum,High Seasonality,High,18177.860585450202
9725.0,127.0,Pharmaceuticals,887.1004156194109,Climate Controlled,4.724582383171887,,High,2.385212452038717,2.8146519501737366,Maximum,Non-Seasonal,Medium,33518.7653888466
7373.0,45.0,Automotive,2152.6001659370263,Outdoor,2.374815053547809,1.5320708103373264,Medium,9.350980556785643,3.9019720843010797,High,,High,750.7063208271582
26978.0,221.0,Pharmaceuticals,989.9462417706898,Warehouse,11.442593758897122,2.7427173212033322,Low,1.5354942539625858,4.9828964237467375,Standard,Seasonal,Low,34268.5705311852
